id,cigaretterelated_smoke1_count,cigaretterelated_smoke1_mean,cigaretterelated_smoke1_sum,cigaretterelated_smoke2_count,cigaretterelated_smoke2_mean,cigaretterelated_smoke2_sum,cigaretterelated_smoke3_count,cigaretterelated_smoke3_mean,cigaretterelated_smoke3_sum,cigarette_smoke1_count,cigarette_smoke1_mean,cigarette_smoke1_sum,cigarette_smoke2_count,cigarette_smoke2_mean,cigarette_smoke2_sum,cigarette_smoke3_count,cigarette_smoke3_mean,cigarette_smoke3_sum,cigarette_smoke4_count,cigarette_smoke4_mean,cigarette_smoke4_sum,ecigarette_vape1_count,ecigarette_vape1_mean,ecigarette_vape1_sum,ecigarette_vape2_count,ecigarette_vape2_mean,ecigarette_vape2_sum,ecigarette_vape3_count,ecigarette_vape3_mean,ecigarette_vape3_sum,ecigarette_vape4_count,ecigarette_vape4_mean,ecigarette_vape4_sum,ecigarette_novape1_count,ecigarette_novape1_mean,ecigarette_novape1_sum,ecigarette_novape2_count,ecigarette_novape2_mean,ecigarette_novape2_sum,ecigarette_novape3_count,ecigarette_novape3_mean,ecigarette_novape3_sum,ecigarette_novape4_count,ecigarette_novape4_mean,ecigarette_novape4_sum,ecigaretterelated_vape1_count,ecigaretterelated_vape1_mean,ecigaretterelated_vape1_sum,ecigaretterelated_vape2_count,ecigaretterelated_vape2_mean,ecigaretterelated_vape2_sum,ecigaretterelated_vape3_count,ecigaretterelated_vape3_mean,ecigaretterelated_vape3_sum,ecigaretterelated_vape4_count,ecigaretterelated_vape4_mean,ecigaretterelated_vape4_sum,ecigaretterelated_novape1_count,ecigaretterelated_novape1_mean,ecigaretterelated_novape1_sum,ecigaretterelated_novape2_count,ecigaretterelated_novape2_mean,ecigaretterelated_novape2_sum,ecigaretterelated_novape3_count,ecigaretterelated_novape3_mean,ecigaretterelated_novape3_sum,ecigaretterelated_novape4_count,ecigaretterelated_novape4_mean,ecigaretterelated_novape4_sum,handobject_vape1_count,handobject_vape1_mean,handobject_vape1_sum,handobject_vape2_count,handobject_vape2_mean,handobject_vape2_sum,handobject_vape3_count,handobject_vape3_mean,handobject_vape3_sum,handobject_vape4_count,handobject_vape4_mean,handobject_vape4_sum,handobject_novape1_count,handobject_novape1_mean,handobject_novape1_sum,handobject_novape2_count,handobject_novape2_mean,handobject_novape2_sum,handobject_novape3_count,handobject_novape3_mean,handobject_novape3_sum,handobject_novape4_count,handobject_novape4_mean,handobject_novape4_sum,handobject_sports1_count,handobject_sports1_mean,handobject_sports1_sum,handobject_sports2_count,handobject_sports2_mean,handobject_sports2_sum,handobject_sports3_count,handobject_sports3_mean,handobject_sports3_sum,handobject_sports4_count,handobject_sports4_mean,handobject_sports4_sum,handobject_smoke1_count,handobject_smoke1_mean,handobject_smoke1_sum,handobject_smoke2_count,handobject_smoke2_mean,handobject_smoke2_sum,handobject_smoke3_count,handobject_smoke3_mean,handobject_smoke3_sum,handobject_smoke4_count,handobject_smoke4_mean,handobject_smoke4_sum,nonuserface_vape1_count,nonuserface_vape1_mean,nonuserface_vape1_sum,nonuserface_vape2_count,nonuserface_vape2_mean,nonuserface_vape2_sum,nonuserface_vape3_count,nonuserface_vape3_mean,nonuserface_vape3_sum,nonuserface_vape4_count,nonuserface_vape4_mean,nonuserface_vape4_sum,nonuserface_novape1_count,nonuserface_novape1_mean,nonuserface_novape1_sum,nonuserface_novape2_count,nonuserface_novape2_mean,nonuserface_novape2_sum,nonuserface_novape3_count,nonuserface_novape3_mean,nonuserface_novape3_sum,nonuserface_novape4_count,nonuserface_novape4_mean,nonuserface_novape4_sum,nonuserface_sports1_count,nonuserface_sports1_mean,nonuserface_sports1_sum,nonuserface_sports2_count,nonuserface_sports2_mean,nonuserface_sports2_sum,nonuserface_sports3_count,nonuserface_sports3_mean,nonuserface_sports3_sum,nonuserface_sports4_count,nonuserface_sports4_mean,nonuserface_sports4_sum,nonuserface_smoke1_count,nonuserface_smoke1_mean,nonuserface_smoke1_sum,nonuserface_smoke2_count,nonuserface_smoke2_mean,nonuserface_smoke2_sum,nonuserface_smoke4_count,nonuserface_smoke4_mean,nonuserface_smoke4_sum,smoke_smoke1_count,smoke_smoke1_mean,smoke_smoke1_sum,smoke_smoke2_count,smoke_smoke2_mean,smoke_smoke2_sum,smoke_smoke3_count,smoke_smoke3_mean,smoke_smoke3_sum,smoke_smoke4_count,smoke_smoke4_mean,smoke_smoke4_sum,smokerface_smoke1_count,smokerface_smoke1_mean,smokerface_smoke1_sum,smokerface_smoke2_count,smokerface_smoke2_mean,smokerface_smoke2_sum,smokerface_smoke3_count,smokerface_smoke3_mean,smokerface_smoke3_sum,smokerface_smoke4_count,smokerface_smoke4_mean,smokerface_smoke4_sum,text_vape1_count,text_vape1_mean,text_vape1_sum,text_vape2_count,text_vape2_mean,text_vape2_sum,text_vape3_count,text_vape3_mean,text_vape3_sum,text_vape4_count,text_vape4_mean,text_vape4_sum,text_novape1_count,text_novape1_mean,text_novape1_sum,text_novape2_count,text_novape2_mean,text_novape2_sum,text_novape3_count,text_novape3_mean,text_novape3_sum,text_novape4_count,text_novape4_mean,text_novape4_sum,text_sports1_count,text_sports1_mean,text_sports1_sum,text_sports2_count,text_sports2_mean,text_sports2_sum,text_sports3_count,text_sports3_mean,text_sports3_sum,text_smoke1_count,text_smoke1_mean,text_smoke1_sum,text_smoke2_count,text_smoke2_mean,text_smoke2_sum,text_smoke3_count,text_smoke3_mean,text_smoke3_sum,text_smoke4_count,text_smoke4_mean,text_smoke4_sum,vapor_vape1_count,vapor_vape1_mean,vapor_vape1_sum,vapor_vape2_count,vapor_vape2_mean,vapor_vape2_sum,vapor_vape3_count,vapor_vape3_mean,vapor_vape3_sum,vapor_vape4_count,vapor_vape4_mean,vapor_vape4_sum,vaperface_vape1_count,vaperface_vape1_mean,vaperface_vape1_sum,vaperface_vape2_count,vaperface_vape2_mean,vaperface_vape2_sum,vaperface_vape3_count,vaperface_vape3_mean,vaperface_vape3_sum,vaperface_vape4_count,vaperface_vape4_mean,vaperface_vape4_sum,vaperface_novape1_count,vaperface_novape1_mean,vaperface_novape1_sum,vaperface_novape2_count,vaperface_novape2_mean,vaperface_novape2_sum,vaperface_novape3_count,vaperface_novape3_mean,vaperface_novape3_sum,vaperface_novape4_count,vaperface_novape4_mean,vaperface_novape4_sum
P048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.11,0.32,3,0.18,0.55,4,0.3,1.2,8,0.19,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.02,2,0.12,0.23,0,0,0,1,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.47,2,0.51,1.03,4,0.69,2.74,4,0.68,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.68,4.77,3,1.1,3.31,6,1.04,6.24,4,0.47,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.7,2.78,4,0.69,2.75,3,0.54,1.62,6,0.42,2.53
P049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.11,1,6,0.07,0.4,3,0.04,0.13,3,0.17,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.23,3.23,14,0.57,7.97,18,0.41,7.43,20,0.38,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.34,3.02,1,1.23,1.23,8,1.08,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P050,0,0,0,0,0,0,3,1.85,5.55,0,0,0,0,0,0,2,0.18,0.36,3,0.15,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22,0.43,0,0,0,6,0.19,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.52,3.67,11,1.04,11.49,2,0.68,1.36,1,0.54,0.54,0,0,0,4,0.25,0.99,10,0.56,5.56,0,0,0,5,0.33,1.66,14,0.44,6.23,11,0.89,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.35,1.04,8,0.54,4.33,5,0.66,3.3,4,0.33,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P051,2,0.36,0.72,1,0.01,0.01,5,1.28,6.42,0,0,0,0,0,0,2,0.12,0.25,3,0.24,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26,0.26,3,0.09,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.61,1.83,6,2.46,14.77,2,1.45,2.9,5,0.35,1.73,0,0,0,7,0.37,2.62,9,0.54,4.88,4,0.24,0.94,4,0.67,2.68,13,0.77,9.96,11,1.22,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.41,1.63,5,1.12,5.59,5,0.74,3.68,1,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.43,2.55,14,0.31,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,1,2,0.35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.12,2.23,8,0.34,2.68,9,0.28,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.53,2.65,4,0.22,0.87,2,0.54,1.09,2,0.38,0.76
P053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,0.07,2,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0.03,5,0.03,0.16,2,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.09,0.51,3,0.09,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.35,1.06,5,0.05,0.26,8,0.11,0.88,0,0,0
P054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.24,1.19,3,0.09,0.28,1,0.02,0.02,2,0.38,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.25,2.54,10,0.57,5.71,12,0.41,4.94,14,0.26,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.74,4.47,3,0.68,2.04,8,0.47,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P055,2,0.23,0.47,1,0.06,0.06,6,1.01,6.04,0,0,0,0,0,0,2,0.09,0.18,3,0.34,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.81,3,0.11,0.34,2,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.8,4,3.72,14.87,3,0.55,1.64,2,0.14,0.28,2,0.07,0.14,6,0.18,1.08,12,0.39,4.73,3,0.12,0.35,3,0.5,1.5,11,0.87,9.58,14,0.86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.32,1.27,5,0.99,4.94,4,0.84,3.36,3,0.56,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P056,3,0.39,1.18,0,0,0,4,1.58,6.34,1,0.25,0.25,0,0,0,5,0.16,0.8,2,0.44,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.12,1,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.91,10.87,5,2.51,12.57,1,0.36,0.36,5,0.45,2.24,0,0,0,5,0.31,1.56,10,0.47,4.67,3,0.64,1.91,4,1.26,5.03,11,0.75,8.29,15,0.61,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.54,1.07,5,0.53,2.64,4,1.63,6.52,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.17,0.5,6,0.17,0.99,0,0,0,2,0.09,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.22,1.55,13,0.35,4.49,11,0.19,2.08,14,0.46,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.19,4.39,2,0.81,1.62,2,1.14,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P058,3,0.09,0.26,1,0.26,0.26,4,1.46,5.82,1,0.1,0.1,0,0,0,4,0.07,0.28,2,0.07,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.12,0.23,0,0,0,5,0.04,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.57,8.56,8,1.71,13.72,2,0.24,0.49,4,0.44,1.76,2,0.07,0.14,8,0.29,2.32,19,0.26,5.01,2,0.54,1.08,3,1.38,4.14,16,0.43,6.8,13,0.82,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.38,2.29,5,0.19,0.95,5,0.55,2.75,4,0.42,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08,0.42,12,0.22,2.6,10,0.4,4.04,10,0.27,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0.07,1,0.11,0.11,1,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0.11,1,0.27,0.27,2,0.15,0.29,1,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.47,1,0.56,0.56,4,0.48,1.92,2,0.88,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.35,3.13,8,0.51,4.06,4,1.75,7,1,2.74,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.87,2.62,3,0.53,1.6,5,0.72,3.58,5,0.26,1.29,4,0.52,2.06,3,0.22,0.65,4,0.41,1.66,6,0.43,2.58,0,0,0,0,0,0,0,0,0,0,0,0
P060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.1,0.98,6,0.1,0.61,0,0,0,3,0.15,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.24,4.08,13,0.4,5.24,17,0.35,5.88,20,0.39,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.84,5.04,2,1.56,3.13,15,0.54,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.1,0.76,5,0.16,0.81,2,0.02,0.03,1,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.25,2.21,20,0.47,9.36,19,0.39,7.44,21,0.38,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.26,3.16,3,0.45,1.35,13,0.76,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.13,1.19,11,0.04,0.48,1,0.03,0.03,2,0.49,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.17,1.86,16,0.37,5.99,17,0.37,6.35,19,0.2,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.82,5.72,2,0.69,1.38,10,0.73,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.12,1.32,7,0.01,0.08,1,0.04,0.04,1,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.22,4.91,27,0.37,10,16,0.37,5.85,20,0.32,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.61,4.9,2,0.71,1.43,12,0.56,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.12,1.29,4,0.23,0.92,2,0.05,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.2,3.23,31,0.41,12.83,25,0.31,7.83,23,0.49,11.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.18,1.27,2,0.46,0.92,10,0.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P066,3,0.04,0.13,1,0.07,0.07,4,1.41,5.63,1,0.09,0.09,1,0.19,0.19,3,0.14,0.42,1,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23,0.23,0,0,0,3,0.05,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.71,9.98,11,1.23,13.5,4,0.45,1.82,5,0.29,1.47,1,0.22,0.22,6,0.26,1.53,18,0.32,5.76,1,0.08,0.08,6,0.61,3.64,13,0.75,9.76,15,0.72,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3,2.4,5,0.83,4.15,9,0.44,3.98,1,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
